id,Gender,Age,Class,Flight Distance,Food and drink,On-board service,Checkin service,Cleanliness,satisfaction
22314,Female,21,Eco,208,2,4,4,2,neutral or dissatisfied
20480,Female,51,Business,1654,1,4,4,2,satisfied
50255,Female,35,Business,109,3,3,4,4,neutral or dissatisfied
38591,Male,54,Business,1846,5,3,2,1,neutral or dissatisfied
19896,Female,26,Business,315,5,4,4,5,satisfied
4069,Female,50,Business,1600,2,4,5,3,satisfied
1576,Male,33,Business,140,3,4,4,3,neutral or dissatisfied
126961,Male,33,Business,2820,5,5,4,5,satisfied
59603,Male,43,Business,3004,2,5,4,5,satisfied
114446,Male,18,Business,325,5,5,4,5,satisfied
96545,Female,16,Eco,436,4,3,3,4,satisfied
127113,Male,23,Eco,370,4,5,1,4,neutral or dissatisfied
24784,Female,48,Eco,432,3,4,4,3,neutral or dissatisfied
24723,Female,48,Business,1773,1,1,3,3,neutral or dissatisfied
9514,Male,51,Eco Plus,322,1,1,4,1,neutral or dissatisfied
40363,Female,50,Business,3805,1,4,2,3,satisfied
23959,Male,44,Eco Plus,536,3,2,1,3,neutral or dissatisfied
41648,Female,67,Eco,347,4,3,2,3,satisfied
78333,Female,24,Business,1547,4,3,4,4,satisfied
28139,Female,62,Eco,933,2,2,4,3,neutral or dissatisfied
80036,Male,21,Eco,1069,4,5,4,4,neutral or dissatisfied
120019,Female,44,Eco,511,2,1,3,3,neutral or dissatisfied
67846,Female,50,Eco,1171,3,5,4,5,neutral or dissatisfied
113638,Female,37,Eco,236,1,3,3,1,neutral or dissatisfied
4868,Male,54,Eco,408,1,4,5,1,neutral or dissatisfied
84982,Male,52,Business,1590,3,4,5,3,satisfied
52012,Male,36,Eco,328,5,4,2,5,satisfied
104212,Male,16,Eco,680,5,3,3,5,neutral or dissatisfied
71367,Female,43,Business,3945,3,5,4,5,satisfied
116303,Female,20,Eco,447,2,5,5,2,neutral or dissatisfied
88371,Male,54,Business,3410,3,3,4,2,neutral or dissatisfied
121851,Male,50,Business,2745,3,4,5,4,satisfied
32694,Female,85,Business,101,2,3,3,3,neutral or dissatisfied
16646,Male,34,Business,488,5,3,2,4,neutral or dissatisfied
120149,Female,28,Eco,1475,3,5,4,3,satisfied
115699,Male,10,Eco,480,4,2,2,4,neutral or dissatisfied
62856,Female,41,Business,2446,5,2,4,3,satisfied
92085,Female,43,Eco,1080,3,1,4,3,neutral or dissatisfied
38260,Male,49,Eco,1050,2,1,3,2,neutral or dissatisfied
71759,Female,53,Business,1744,3,5,3,4,satisfied
43351,Female,30,Eco,347,4,4,2,4,neutral or dissatisfied
116826,Male,45,Business,1789,2,5,3,4,satisfied
18115,Female,18,Eco,629,3,2,4,3,neutral or dissatisfied
19873,Female,45,Business,315,3,4,4,3,satisfied
19657,Female,23,Eco,763,2,4,5,2,neutral or dissatisfied
70452,Male,41,Business,3753,4,5,5,3,satisfied
57225,Female,29,Eco,1514,3,3,1,3,neutral or dissatisfied
69051,Female,56,Business,1389,4,5,3,4,satisfied
44592,Male,58,Eco,157,1,3,4,1,neutral or dissatisfied
30147,Female,61,Eco,95,5,2,2,5,neutral or dissatisfied
5802,Female,61,Business,2300,3,3,4,1,neutral or dissatisfied
55501,Female,49,Eco,1739,5,2,5,5,neutral or dissatisfied
24678,Male,41,Business,3169,5,4,5,3,satisfied
97952,Female,54,Business,612,5,4,5,5,satisfied
14095,Female,24,Business,371,1,2,4,1,satisfied
37260,Male,43,Business,1028,5,5,1,3,satisfied
117196,Male,20,Eco,647,1,1,3,1,neutral or dissatisfied
70085,Male,54,Business,2931,5,4,4,4,satisfied
17512,Male,21,Eco,241,5,1,3,5,neutral or dissatisfied
125144,Female,23,Business,1999,5,5,4,5,satisfied
48969,Male,44,Eco,89,4,1,3,4,satisfied
124956,Female,58,Business,2564,2,5,5,3,satisfied
23111,Male,24,Eco,300,3,4,1,3,neutral or dissatisfied
107111,Female,51,Eco,842,5,2,1,2,neutral or dissatisfied
103231,Male,35,Eco Plus,351,2,3,3,3,neutral or dissatisfied
125788,Female,58,Business,1752,4,4,5,3,satisfied
106785,Male,64,Eco Plus,837,4,4,4,4,neutral or dissatisfied
13923,Female,43,Eco,317,2,4,5,5,satisfied
13910,Male,61,Business,1803,4,5,5,5,satisfied
13417,Male,30,Eco,409,5,4,5,5,neutral or dissatisfied
35313,Female,26,Eco,1005,2,4,2,2,neutral or dissatisfied
101418,Female,22,Eco Plus,486,4,4,1,4,neutral or dissatisfied
77474,Female,26,Eco,507,5,3,1,5,neutral or dissatisfied
124036,Male,18,Eco,184,3,3,4,3,neutral or dissatisfied
59014,Female,24,Business,1846,4,5,5,4,satisfied
29738,Male,60,Business,123,2,5,3,3,satisfied
19596,Female,56,Eco,160,3,2,2,1,neutral or dissatisfied
54766,Female,72,Eco Plus,787,4,2,2,4,neutral or dissatisfied
68944,Female,50,Eco,646,1,2,3,2,neutral or dissatisfied
64454,Female,53,Eco,989,4,2,3,3,neutral or dissatisfied
114691,Male,60,Business,308,4,5,4,3,satisfied
109170,Male,22,Business,391,5,4,4,5,satisfied
28760,Male,25,Eco,1024,1,3,5,1,neutral or dissatisfied
64827,Female,30,Business,551,2,1,3,2,neutral or dissatisfied
65786,Male,52,Business,1389,5,4,3,5,satisfied
27771,Female,20,Eco,1284,4,1,1,4,neutral or dissatisfied
110105,Female,37,Business,882,5,3,4,5,satisfied
92445,Male,39,Business,2139,5,4,4,3,satisfied
128195,Female,63,Eco Plus,1972,2,1,5,5,neutral or dissatisfied
88159,Female,55,Business,2011,4,4,3,4,satisfied
114204,Male,49,Business,1585,5,2,5,4,satisfied
29090,Male,68,Eco,605,2,4,5,2,neutral or dissatisfied
73155,Female,49,Eco,1501,2,1,5,4,neutral or dissatisfied
64778,Male,38,Business,282,3,1,4,4,satisfied
114502,Female,33,Business,373,2,4,3,2,neutral or dissatisfied
43634,Male,42,Eco Plus,252,2,1,4,2,neutral or dissatisfied
121698,Male,30,Business,683,2,3,3,2,neutral or dissatisfied
111262,Male,51,Business,459,3,5,3,5,satisfied
57714,Female,39,Business,2178,4,4,3,3,satisfied
111806,Female,51,Business,3034,2,5,5,5,satisfied
114885,Male,22,Business,2865,3,3,4,3,neutral or dissatisfied
126016,Male,55,Business,3626,5,5,4,5,satisfied
113179,Male,43,Eco,628,2,5,3,2,neutral or dissatisfied
62907,Male,16,Business,862,4,4,3,4,neutral or dissatisfied
38475,Male,35,Eco,846,5,3,2,5,neutral or dissatisfied
35443,Male,50,Eco,1028,5,5,3,5,satisfied
17711,Male,9,Eco,237,2,4,4,2,neutral or dissatisfied
79702,Male,29,Eco,853,3,3,4,3,neutral or dissatisfied
269,Female,55,Business,802,5,5,4,4,satisfied
36458,Female,46,Eco,867,2,3,4,3,satisfied
115844,Female,59,Eco,417,5,2,4,2,neutral or dissatisfied
31236,Female,51,Business,2870,1,1,1,3,neutral or dissatisfied
52134,Male,57,Business,3430,2,5,3,5,satisfied
43895,Female,85,Business,2971,5,5,5,5,satisfied
53529,Male,52,Eco Plus,2358,5,2,2,5,satisfied
44544,Male,69,Eco,157,4,1,2,4,neutral or dissatisfied
51419,Male,59,Eco Plus,262,2,1,3,2,neutral or dissatisfied
26866,Male,40,Business,2329,4,4,5,3,satisfied
37705,Male,61,Eco,944,4,3,1,4,neutral or dissatisfied
73536,Male,59,Business,2415,2,5,5,4,satisfied
48943,Female,38,Business,2290,1,5,4,5,satisfied
91220,Male,64,Eco,444,3,1,2,3,neutral or dissatisfied
44658,Female,35,Eco,67,1,2,2,1,neutral or dissatisfied
107206,Male,63,Eco,402,3,5,5,3,neutral or dissatisfied
7884,Female,41,Eco,510,5,2,3,5,satisfied
39900,Female,36,Eco Plus,221,3,1,5,3,neutral or dissatisfied
62702,Male,32,Business,2399,5,3,4,5,satisfied
2738,Male,42,Business,772,2,5,3,4,satisfied
128322,Male,33,Business,370,3,5,5,3,neutral or dissatisfied
110861,Male,39,Business,406,2,5,3,3,satisfied
60835,Male,36,Business,1754,5,3,1,3,neutral or dissatisfied
47190,Male,20,Eco,620,3,4,3,3,neutral or dissatisfied
68181,Male,22,Eco,597,4,4,2,4,neutral or dissatisfied
90954,Male,49,Business,194,5,5,1,3,satisfied
17588,Male,48,Eco Plus,1034,4,4,2,4,satisfied
99980,Male,43,Business,2597,2,2,1,2,neutral or dissatisfied
89937,Female,63,Eco,1306,5,3,5,4,neutral or dissatisfied
120419,Male,54,Business,3002,3,4,5,3,satisfied
62062,Male,55,Eco,2586,5,5,3,5,neutral or dissatisfied
15880,Female,28,Eco,332,3,2,2,3,neutral or dissatisfied
29726,Female,47,Eco,2777,2,1,2,2,neutral or dissatisfied
84186,Male,18,Eco,432,2,3,3,2,neutral or dissatisfied
93906,Male,66,Eco Plus,590,3,2,3,3,neutral or dissatisfied
28165,Female,37,Eco,169,3,4,3,3,neutral or dissatisfied
113866,Female,44,Eco,934,5,2,4,5,neutral or dissatisfied
49339,Male,39,Eco,262,2,2,3,2,satisfied
84716,Female,49,Business,481,4,5,2,2,neutral or dissatisfied
12391,Male,36,Eco,253,2,4,4,2,neutral or dissatisfied
38664,Female,20,Eco,2611,3,4,3,3,neutral or dissatisfied
35254,Male,57,Business,944,3,4,3,2,satisfied
126611,Male,9,Eco,1337,1,4,5,1,neutral or dissatisfied
120066,Female,24,Business,683,1,5,4,1,satisfied
83771,Male,59,Eco,926,2,4,5,2,neutral or dissatisfied
57968,Female,38,Eco,1911,5,5,5,5,neutral or dissatisfied
13053,Male,50,Eco Plus,374,1,2,3,1,neutral or dissatisfied
83178,Female,23,Business,549,4,3,3,4,satisfied
99874,Female,59,Business,1436,2,5,4,4,satisfied
26461,Male,10,Eco,925,4,2,4,4,neutral or dissatisfied
123239,Female,65,Eco,631,3,5,1,2,neutral or dissatisfied
20492,Male,37,Business,1856,3,2,3,4,neutral or dissatisfied
8896,Female,23,Eco,539,1,1,2,1,neutral or dissatisfied
120084,Male,51,Eco,683,5,3,2,5,neutral or dissatisfied
115077,Female,54,Business,1962,3,4,3,5,satisfied
56058,Male,20,Eco,2475,3,3,4,4,neutral or dissatisfied
18208,Male,30,Business,179,5,1,4,5,satisfied
104880,Male,68,Eco,327,3,3,3,3,neutral or dissatisfied
62479,Male,44,Business,1846,3,5,3,5,satisfied
67460,Male,22,Eco,641,2,4,4,2,neutral or dissatisfied
34677,Male,30,Business,2525,4,5,5,4,satisfied
68245,Female,38,Eco,231,4,4,1,4,satisfied
64308,Male,48,Business,2968,3,1,1,3,neutral or dissatisfied
56940,Male,39,Eco,1322,3,2,5,5,neutral or dissatisfied
23926,Male,37,Eco,589,4,1,3,4,neutral or dissatisfied
105418,Male,42,Business,452,3,5,3,3,neutral or dissatisfied
101999,Female,47,Eco,628,2,5,5,5,neutral or dissatisfied
84334,Female,37,Business,2075,2,5,5,4,satisfied
11282,Female,67,Eco,74,4,4,1,3,neutral or dissatisfied
126671,Female,29,Business,2276,5,3,3,5,satisfied
20902,Male,51,Business,3345,4,3,3,3,satisfied
5260,Female,22,Eco,295,4,4,3,4,neutral or dissatisfied
4916,Male,30,Business,1020,4,4,2,4,neutral or dissatisfied
77640,Female,21,Eco,731,5,2,3,5,neutral or dissatisfied
127782,Female,53,Business,1037,4,2,3,2,neutral or dissatisfied
13851,Male,26,Eco,583,4,1,3,4,satisfied
123729,Female,59,Eco Plus,214,1,4,5,2,neutral or dissatisfied
116150,Male,9,Eco,342,2,2,3,2,neutral or dissatisfied
89867,Female,32,Business,1310,3,4,4,3,satisfied
6145,Male,21,Business,491,2,5,3,2,satisfied
51333,Female,43,Eco Plus,156,3,3,5,2,satisfied
25560,Male,18,Business,3594,4,1,5,4,satisfied
37577,Female,75,Eco,635,1,3,4,3,neutral or dissatisfied
122446,Female,25,Business,808,3,4,3,3,neutral or dissatisfied
83237,Female,43,Business,1956,3,4,5,4,satisfied
126268,Male,17,Eco,468,5,1,4,5,neutral or dissatisfied
50677,Female,44,Eco,78,4,3,4,5,neutral or dissatisfied
129820,Female,35,Eco,337,3,1,5,3,satisfied
64829,Male,40,Business,247,2,4,5,3,satisfied
87517,Female,15,Eco,373,5,4,4,5,neutral or dissatisfied
120885,Female,49,Business,920,4,5,5,4,satisfied
13619,Female,40,Eco,1162,5,4,4,5,satisfied
11279,Male,69,Eco,312,2,3,5,2,neutral or dissatisfied
94453,Male,51,Business,562,2,5,5,3,satisfied
123556,Male,30,Business,1773,2,4,3,2,neutral or dissatisfied
43246,Female,48,Business,347,5,2,1,3,neutral or dissatisfied
1381,Male,26,Eco Plus,89,2,2,3,2,neutral or dissatisfied
17222,Female,22,Eco,872,5,5,2,5,satisfied
90108,Male,45,Business,1127,4,5,5,5,satisfied
26394,Female,46,Eco,957,5,4,5,5,neutral or dissatisfied
16300,Female,56,Eco Plus,748,4,5,3,4,neutral or dissatisfied
80059,Female,59,Eco,1089,2,2,4,3,satisfied
44251,Female,32,Eco,222,2,1,4,2,neutral or dissatisfied
26363,Female,28,Eco,894,1,3,5,1,neutral or dissatisfied
99292,Female,21,Business,935,1,5,5,1,satisfied
46889,Male,26,Business,1941,2,4,1,2,neutral or dissatisfied
123034,Male,43,Business,3237,5,5,3,4,satisfied
118565,Male,39,Business,621,3,5,3,5,satisfied
121342,Male,51,Business,3876,2,3,5,4,satisfied
36930,Male,45,Eco,867,4,3,3,4,satisfied
1985,Male,23,Eco,383,5,5,5,5,neutral or dissatisfied
23347,Male,54,Eco Plus,809,5,5,3,5,satisfied
59770,Female,19,Eco,895,4,4,2,4,neutral or dissatisfied
40901,Female,19,Eco,501,3,5,3,3,neutral or dissatisfied
108556,Male,24,Business,735,3,3,3,3,satisfied
48720,Male,58,Business,337,4,5,3,3,satisfied
52846,Male,64,Eco,1721,3,3,5,3,satisfied
8116,Female,53,Business,3982,4,4,3,3,satisfied
127240,Male,68,Eco Plus,1460,1,3,4,1,neutral or dissatisfied
12905,Male,35,Eco,359,1,2,2,1,neutral or dissatisfied
62218,Female,12,Eco,2454,2,2,3,2,neutral or dissatisfied
80097,Female,22,Eco,859,2,4,4,2,neutral or dissatisfied
88262,Male,54,Business,3344,2,4,4,4,satisfied
97672,Male,24,Business,272,4,3,3,3,neutral or dissatisfied
39796,Male,62,Business,272,1,4,3,1,neutral or dissatisfied
70047,Male,33,Eco,583,3,3,4,3,neutral or dissatisfied
87058,Male,24,Business,2271,5,4,5,5,satisfied
39840,Male,57,Business,272,5,4,5,5,satisfied
83104,Male,28,Eco,1086,5,4,5,5,neutral or dissatisfied
9586,Male,36,Business,296,4,4,2,2,neutral or dissatisfied
77366,Female,46,Business,599,1,2,1,1,neutral or dissatisfied
114325,Male,58,Eco,948,2,4,1,2,neutral or dissatisfied
69877,Male,56,Business,2248,2,4,5,3,satisfied
34635,Female,34,Eco,541,4,1,3,4,neutral or dissatisfied
24402,Male,70,Business,634,5,2,4,3,neutral or dissatisfied
56553,Male,44,Business,2431,4,2,3,4,satisfied
47683,Female,24,Eco,715,3,4,3,3,neutral or dissatisfied
6138,Male,56,Business,3342,2,5,3,3,satisfied
77772,Female,7,Eco,731,3,2,2,3,neutral or dissatisfied
79253,Female,47,Eco,1598,2,1,3,1,neutral or dissatisfied
18251,Female,52,Eco,179,3,1,3,2,neutral or dissatisfied
60819,Male,33,Eco,524,4,5,4,4,neutral or dissatisfied
66589,Male,58,Business,761,3,4,1,1,neutral or dissatisfied
34416,Male,30,Eco,728,4,1,1,4,neutral or dissatisfied
125573,Female,11,Eco,226,2,4,2,2,neutral or dissatisfied
97829,Female,24,Eco,395,2,4,1,2,neutral or dissatisfied
69825,Female,40,Eco,1055,1,5,1,1,neutral or dissatisfied
82050,Male,56,Business,1535,2,5,5,5,satisfied
7783,Male,52,Business,650,4,5,3,3,satisfied
84242,Male,27,Eco Plus,432,3,4,3,3,neutral or dissatisfied
57858,Female,29,Eco,2457,2,2,3,3,neutral or dissatisfied
117082,Female,41,Business,304,4,5,3,5,satisfied
91593,Male,57,Business,1545,2,3,2,2,neutral or dissatisfied
84600,Female,23,Eco,669,5,4,3,5,neutral or dissatisfied
44666,Male,56,Eco,173,3,4,5,3,satisfied
124440,Female,11,Eco Plus,1262,5,5,3,5,neutral or dissatisfied
103987,Female,60,Business,1334,3,5,4,3,satisfied
88255,Male,30,Business,594,4,5,3,4,satisfied
68667,Male,24,Eco,175,4,3,3,4,neutral or dissatisfied
87920,Female,57,Business,240,5,5,3,5,neutral or dissatisfied
64919,Female,49,Business,247,3,5,3,5,satisfied
45050,Female,34,Eco,265,2,5,2,2,neutral or dissatisfied
27271,Female,45,Business,3823,5,5,4,4,satisfied
119557,Male,68,Eco,759,4,3,3,4,neutral or dissatisfied
119913,Female,33,Business,3296,5,5,3,4,satisfied
92840,Female,32,Eco,1541,5,3,4,5,neutral or dissatisfied
51575,Female,39,Eco,370,4,2,4,4,neutral or dissatisfied
42613,Female,22,Eco,223,3,2,5,3,neutral or dissatisfied
81663,Male,38,Eco,907,1,4,1,1,neutral or dissatisfied
59694,Female,32,Eco,787,1,3,5,1,neutral or dissatisfied
54163,Female,67,Business,1400,2,4,3,2,neutral or dissatisfied
55132,Male,49,Eco,1379,4,3,3,4,satisfied
97399,Female,27,Business,587,4,5,3,4,neutral or dissatisfied
65807,Female,41,Business,1389,4,4,3,4,neutral or dissatisfied
45924,Male,36,Eco,513,2,4,5,2,neutral or dissatisfied
77509,Male,28,Business,1587,4,3,3,4,satisfied
105184,Female,9,Eco,281,5,3,2,5,neutral or dissatisfied
101668,Female,50,Eco,2106,4,3,4,3,satisfied
58098,Female,47,Eco,589,4,3,1,2,neutral or dissatisfied
30978,Female,40,Eco,1476,2,1,1,2,neutral or dissatisfied
95969,Female,60,Business,3204,2,4,5,3,satisfied
21724,Female,59,Business,563,4,5,5,3,satisfied
74643,Female,42,Eco,788,4,5,1,1,satisfied
50968,Male,34,Eco,78,2,3,3,2,neutral or dissatisfied
44410,Female,56,Eco,323,5,5,3,1,satisfied
81860,Male,44,Eco Plus,1306,3,1,4,3,neutral or dissatisfied
56408,Male,23,Business,719,2,5,3,2,satisfied
95952,Female,27,Business,1235,3,4,5,3,neutral or dissatisfied
25414,Male,41,Eco,990,1,4,3,1,neutral or dissatisfied
54148,Female,29,Business,1400,3,1,2,3,neutral or dissatisfied
73449,Male,47,Eco,1197,5,3,4,5,neutral or dissatisfied
39799,Male,35,Eco,184,4,1,2,4,satisfied
17066,Female,56,Business,3137,5,5,4,4,satisfied
110674,Male,43,Business,945,2,2,3,1,neutral or dissatisfied
74573,Male,22,Business,1235,3,3,3,3,satisfied
120089,Female,55,Business,1679,3,4,4,3,satisfied
25394,Female,39,Business,990,3,4,3,3,neutral or dissatisfied
42682,Male,58,Eco,516,3,3,2,3,satisfied
26666,Female,37,Business,115,5,5,4,5,satisfied
84603,Female,50,Business,669,2,5,5,4,satisfied
81199,Male,20,Business,1426,5,4,5,5,satisfied
78649,Male,40,Business,2427,2,5,1,5,satisfied
63909,Male,35,Business,1172,5,3,4,5,neutral or dissatisfied
99647,Female,29,Business,1670,4,4,4,4,neutral or dissatisfied
34861,Female,58,Business,2248,3,5,5,3,satisfied
15879,Female,30,Eco,332,2,4,3,2,satisfied
100038,Female,39,Eco,277,2,1,4,2,neutral or dissatisfied
2422,Female,13,Eco,641,3,5,4,3,neutral or dissatisfied
18832,Male,35,Eco,503,3,3,3,3,neutral or dissatisfied
95221,Male,41,Eco,187,5,4,3,5,neutral or dissatisfied
40484,Female,65,Eco,175,3,1,3,5,neutral or dissatisfied
65587,Female,20,Eco,175,2,5,3,2,neutral or dissatisfied
42756,Female,37,Business,493,1,3,3,1,neutral or dissatisfied
33921,Male,38,Business,818,3,5,3,3,neutral or dissatisfied
18328,Female,23,Business,554,2,2,3,2,satisfied
10282,Male,60,Business,1919,2,5,5,3,satisfied
19113,Female,25,Eco,287,4,3,2,4,satisfied
111802,Male,37,Business,349,3,1,4,3,neutral or dissatisfied
65438,Female,40,Eco Plus,2165,1,3,3,1,neutral or dissatisfied
107000,Male,24,Eco,1036,4,3,4,4,neutral or dissatisfied
81639,Male,17,Eco,907,4,4,1,4,neutral or dissatisfied
66288,Female,9,Eco Plus,550,1,2,1,1,neutral or dissatisfied
2922,Female,41,Business,806,5,4,4,5,satisfied
27686,Female,40,Business,1107,4,2,3,1,neutral or dissatisfied
19810,Female,27,Business,3322,4,1,1,4,satisfied
77311,Male,50,Business,626,5,5,3,4,satisfied
71773,Female,56,Business,1744,5,4,3,3,satisfied
28608,Female,34,Business,2541,3,5,2,2,satisfied
31874,Female,33,Business,4983,4,1,4,4,satisfied
43067,Female,33,Business,236,4,5,5,3,satisfied
7390,Male,42,Business,3419,3,4,5,4,satisfied
11809,Male,68,Eco Plus,429,1,1,5,1,neutral or dissatisfied
58320,Male,29,Eco,1739,1,1,4,1,neutral or dissatisfied
11238,Male,48,Eco,482,2,4,3,2,neutral or dissatisfied
55777,Female,54,Eco,646,5,3,2,2,neutral or dissatisfied
116339,Male,52,Eco,480,2,3,4,2,neutral or dissatisfied
108922,Female,57,Eco,1243,2,1,5,3,neutral or dissatisfied
98852,Male,52,Business,1751,5,4,5,4,satisfied
69210,Female,25,Business,733,1,3,4,1,neutral or dissatisfied
43384,Female,16,Eco,387,4,5,5,4,neutral or dissatisfied
119461,Male,60,Business,2085,3,4,3,4,satisfied
126742,Female,35,Eco,2370,2,3,1,2,neutral or dissatisfied
108029,Female,46,Business,3345,2,3,3,4,satisfied
33515,Female,46,Eco,1554,2,5,2,1,satisfied
20782,Female,27,Eco,457,4,1,2,4,neutral or dissatisfied
72531,Female,35,Business,3836,4,2,1,4,neutral or dissatisfied
41771,Male,18,Eco,872,3,3,3,3,neutral or dissatisfied
65042,Male,18,Eco,247,1,5,4,1,neutral or dissatisfied
62349,Female,54,Business,1735,4,4,4,3,satisfied
88905,Male,34,Eco,859,1,4,5,1,satisfied
123324,Female,44,Business,3822,3,4,4,2,neutral or dissatisfied
64553,Female,25,Business,190,2,5,3,2,neutral or dissatisfied
26708,Female,37,Eco,515,1,4,3,1,neutral or dissatisfied
3396,Female,68,Business,240,3,2,2,3,neutral or dissatisfied
24612,Female,17,Business,666,3,1,1,3,neutral or dissatisfied
83955,Female,38,Business,2949,2,5,3,5,satisfied
10583,Male,30,Business,2175,5,5,5,5,satisfied
17981,Female,45,Business,2212,5,2,2,1,neutral or dissatisfied
96857,Female,14,Eco,781,3,4,3,3,neutral or dissatisfied
2437,Female,37,Eco,641,2,3,5,2,neutral or dissatisfied
16007,Female,25,Business,780,2,2,2,2,neutral or dissatisfied
15097,Male,40,Eco,239,1,5,4,1,satisfied
107628,Male,61,Eco,423,4,3,5,4,satisfied
51742,Female,53,Eco,451,5,4,5,5,satisfied
16579,Male,76,Business,2441,4,5,2,4,satisfied
129536,Female,26,Business,2342,2,2,4,2,neutral or dissatisfied
120801,Female,30,Eco,666,4,1,4,4,neutral or dissatisfied
93801,Male,54,Business,859,4,3,2,1,neutral or dissatisfied
47856,Female,53,Business,838,3,4,3,1,satisfied
835,Male,34,Business,354,1,2,1,4,neutral or dissatisfied
52163,Male,54,Business,3477,5,5,2,2,satisfied
125596,Female,24,Eco,1587,1,4,4,1,satisfied
62007,Male,42,Business,720,4,3,5,4,satisfied
51521,Female,37,Eco,509,4,5,1,4,satisfied
76942,Female,39,Business,1990,4,3,4,3,satisfied
10985,Male,36,Business,74,1,2,4,3,neutral or dissatisfied
25298,Male,56,Business,432,4,4,3,4,satisfied
95295,Male,32,Eco,248,2,4,4,2,neutral or dissatisfied
60569,Female,45,Business,1290,1,4,4,1,neutral or dissatisfied
22606,Male,57,Business,250,5,3,2,2,neutral or dissatisfied
111600,Female,59,Eco Plus,359,3,3,3,1,neutral or dissatisfied
72623,Female,18,Eco,918,1,3,3,1,neutral or dissatisfied
75528,Male,65,Business,337,3,3,3,3,neutral or dissatisfied
127521,Male,17,Business,1009,1,4,5,1,satisfied
28649,Female,33,Eco,2541,4,4,4,4,neutral or dissatisfied
50278,Male,30,Eco,110,4,3,2,4,neutral or dissatisfied
83534,Female,51,Business,1121,2,4,4,4,satisfied
30135,Male,24,Eco,399,5,3,3,5,neutral or dissatisfied
109765,Male,14,Business,1165,4,3,5,4,satisfied
109432,Male,47,Business,3295,5,4,3,4,satisfied
70882,Female,58,Eco,1814,5,4,3,4,neutral or dissatisfied
84373,Male,23,Eco,591,4,3,3,4,neutral or dissatisfied
116774,Male,51,Eco Plus,480,5,4,1,5,neutral or dissatisfied
106867,Male,17,Eco,577,2,3,4,2,neutral or dissatisfied
107411,Male,54,Eco,468,3,2,1,3,neutral or dissatisfied
701,Male,18,Eco,270,1,3,4,1,neutral or dissatisfied
61726,Female,24,Eco,1379,3,2,3,3,neutral or dissatisfied
78188,Male,49,Business,3833,4,4,5,5,satisfied
105721,Male,61,Business,925,5,2,1,4,neutral or dissatisfied
53724,Male,49,Eco,1297,5,3,1,5,neutral or dissatisfied
105069,Male,23,Business,220,3,1,2,3,neutral or dissatisfied
11107,Female,37,Eco,667,2,5,4,2,neutral or dissatisfied
105481,Male,28,Business,1794,4,4,3,4,satisfied
15980,Female,10,Business,780,1,1,5,5,neutral or dissatisfied
98946,Female,44,Business,569,2,5,5,3,satisfied
54707,Female,57,Business,2201,1,4,2,4,satisfied
12138,Male,34,Business,2579,5,1,1,2,neutral or dissatisfied
1879,Female,34,Eco,931,5,4,4,5,neutral or dissatisfied
71883,Male,28,Eco,1744,4,3,3,4,neutral or dissatisfied
112327,Male,42,Business,1760,4,3,3,2,neutral or dissatisfied
79622,Male,34,Eco,762,4,1,3,4,neutral or dissatisfied
126986,Female,25,Business,651,2,5,3,2,satisfied
22359,Female,44,Business,3220,4,4,4,1,neutral or dissatisfied
1053,Female,20,Eco,164,1,5,4,1,satisfied
58626,Male,60,Business,2449,5,3,4,2,neutral or dissatisfied
55015,Male,38,Business,2272,2,4,4,5,satisfied
79153,Male,26,Eco Plus,226,5,4,4,5,neutral or dissatisfied
124356,Female,30,Business,2046,4,3,5,4,satisfied
120061,Male,43,Business,683,1,4,3,1,neutral or dissatisfied
1535,Male,34,Business,922,4,5,5,4,satisfied
5343,Male,58,Business,1721,5,4,3,4,satisfied
69018,Male,22,Eco,1389,5,5,4,5,neutral or dissatisfied
47877,Female,38,Eco,846,3,3,4,3,neutral or dissatisfied
61919,Male,27,Business,3363,4,5,5,4,satisfied
121797,Male,26,Business,366,4,4,3,4,neutral or dissatisfied
111082,Male,60,Eco,197,3,5,3,3,neutral or dissatisfied
97775,Male,46,Business,471,2,4,5,4,satisfied
117501,Male,38,Eco,507,1,2,2,1,neutral or dissatisfied
102096,Male,34,Business,258,1,3,4,1,neutral or dissatisfied
25362,Male,25,Business,1975,5,2,3,5,satisfied
19786,Male,56,Eco,667,1,1,4,1,neutral or dissatisfied
62999,Female,35,Business,853,2,2,4,3,neutral or dissatisfied
28263,Female,16,Eco,1542,1,3,4,1,satisfied
45632,Female,51,Business,113,1,2,2,3,neutral or dissatisfied
117860,Female,39,Business,1875,2,4,2,4,neutral or dissatisfied
97979,Male,67,Eco,612,2,5,1,2,neutral or dissatisfied
90279,Male,27,Business,3970,2,4,4,2,neutral or dissatisfied
112146,Male,49,Eco,895,3,3,1,3,neutral or dissatisfied
79864,Male,36,Business,3430,4,5,4,5,satisfied
110544,Female,52,Business,2553,5,2,3,1,neutral or dissatisfied
106411,Male,28,Eco,551,3,3,5,3,neutral or dissatisfied
29163,Female,16,Eco Plus,978,3,1,1,3,satisfied
102480,Female,46,Eco,397,4,5,5,5,neutral or dissatisfied
109601,Female,18,Eco Plus,861,4,5,3,4,neutral or dissatisfied
53482,Female,39,Business,3574,5,2,2,3,neutral or dissatisfied
33666,Female,62,Eco Plus,399,3,3,4,1,neutral or dissatisfied
